"variable" "sex" "age_group" "ht.code" "count_n_" "year" "n_denom" "rate_strat" "aggr_level"
"prevalence" "m" "8-9" 4 825 2006 70724 1166.50641932017 "age_group"
"prevalence" "m" "10-11" 1 382 2006 73624 518.852548082147 "age_group"
"prevalence" "m" "10-11" 2 286 2006 73624 388.460284689775 "age_group"
"prevalence" "m" "10-11" 3 108 2006 73624 146.691296316419 "age_group"
"prevalence" "m" "10-11" 4 776 2006 73624 1054.00412908834 "age_group"
"prevalence" "m" "12-13" 1 353 2006 71856 491.260298374527 "age_group"
"prevalence" "m" "12-13" 2 251 2006 71856 349.309730572256 "age_group"
"prevalence" "m" "12-13" 3 109 2006 71856 151.69227343576 "age_group"
"prevalence" "m" "12-13" 4 713 2006 71856 992.262302382543 "age_group"
"prevalence" "m" "14-15" 1 265 2006 68884 384.704720980199 "age_group"
"prevalence" "m" "14-15" 2 234 2006 68884 339.701527205156 "age_group"
"prevalence" "m" "14-15" 3 109 2006 68884 158.237036176761 "age_group"
"prevalence" "m" "14-15" 4 608 2006 68884 882.643284362116 "age_group"
"prevalence" "m" "16-17" 1 269 2006 65591 410.117241694745 "age_group"
"prevalence" "m" "16-17" 2 174 2006 65591 265.280297601805 "age_group"
"prevalence" "m" "16-17" 3 104 2006 65591 158.558338796481 "age_group"
"prevalence" "m" "16-17" 4 547 2006 65591 833.955878093031 "age_group"
"prevalence" "m" "18+" 1 1704 2006 2063627 82.573061895391 "age_group"
"prevalence" "m" "18+" 2 1418 2006 2063627 68.713968173512 "age_group"
"prevalence" "m" "18+" 3 841 2006 2063627 40.7534888814694 "age_group"
"prevalence" "m" "18+" 4 3963 2006 2063627 192.040518950372 "age_group"
"incidence" "f" "0-1" 1 248 2006 31708 782.137000126151 "age_group"
"incidence" "f" "0-1" 2 63 2006 31708 198.688028257853 "age_group"
"incidence" "f" "0-1" 3 47 2006 31708 148.227576636811 "age_group"
"incidence" "f" "0-1" 4 358 2006 31708 1129.05260502081 "age_group"
"incidence" "f" "2-3" 1 11 2006 63229 17.3970804535893 "age_group"
"incidence" "f" "2-3" 2 NA 2006 63229 NA "age_group"
"incidence" "f" "2-3" 3 NA 2006 63229 NA "age_group"
"incidence" "f" "2-3" 4 19 2006 63229 30.0495026016543 "age_group"
"incidence" "f" "4-5" 1 NA 2006 65226 NA "age_group"
"incidence" "f" "4-5" 2 10 2006 65226 15.3313096004661 "age_group"
"incidence" "f" "4-5" 3 NA 2006 65226 NA "age_group"
"incidence" "f" "4-5" 4 16 2006 65226 24.5300953607457 "age_group"
"incidence" "f" "6-7" 1 NA 2006 65454 NA "age_group"
"incidence" "f" "6-7" 2 NA 2006 65454 NA "age_group"
"incidence" "f" "6-7" 3 NA 2006 65454 NA "age_group"
"incidence" "f" "6-7" 4 13 2006 65454 19.8612766217496 "age_group"
"incidence" "f" "8-9" 1 NA 2006 67113 NA "age_group"
"incidence" "f" "8-9" 2 NA 2006 67113 NA "age_group"
"incidence" "f" "8-9" 3 NA 2006 67113 NA "age_group"
"incidence" "f" "8-9" 4 NA 2006 67113 NA "age_group"
"incidence" "f" "10-11" 1 NA 2006 69959 NA "age_group"
"incidence" "f" "10-11" 2 NA 2006 69959 NA "age_group"
"incidence" "f" "10-11" 3 NA 2006 69959 NA "age_group"
"incidence" "f" "10-11" 4 NA 2006 69959 NA "age_group"
"incidence" "f" "12-13" 1 NA 2006 68065 NA "age_group"
"incidence" "f" "12-13" 2 NA 2006 68065 NA "age_group"
"incidence" "f" "12-13" 3 NA 2006 68065 NA "age_group"
"incidence" "f" "12-13" 4 NA 2006 68065 NA "age_group"
"incidence" "f" "14-15" 1 NA 2006 65307 NA "age_group"
"incidence" "f" "14-15" 2 NA 2006 65307 NA "age_group"
"incidence" "f" "14-15" 3 NA 2006 65307 NA "age_group"
"incidence" "f" "14-15" 4 10 2006 65307 15.3122942410461 "age_group"
"incidence" "f" "16-17" 1 NA 2006 62126 NA "age_group"
"incidence" "f" "16-17" 2 NA 2006 62126 NA "age_group"
"incidence" "f" "16-17" 3 NA 2006 62126 NA "age_group"
"incidence" "f" "16-17" 4 NA 2006 62126 NA "age_group"
"incidence" "f" "18+" 1 NA 2006 2149945 NA "age_group"
"incidence" "f" "18+" 2 17 2006 2149945 0.790717902085867 "age_group"
"incidence" "f" "18+" 3 NA 2006 2149945 NA "age_group"
"incidence" "f" "18+" 4 30 2006 2149945 1.39538453309271 "age_group"
"incidence" "m" "0-1" 1 225 2006 33169 678.344237088848 "age_group"
"incidence" "m" "0-1" 2 94 2006 33169 283.397147939341 "age_group"
"incidence" "m" "0-1" 3 55 2006 33169 165.817480177274 "age_group"
"incidence" "m" "0-1" 4 374 2006 33169 1127.55886520546 "age_group"
"incidence" "m" "2-3" 1 NA 2006 66508 NA "age_group"
"incidence" "m" "2-3" 2 14 2006 66508 21.0500992361821 "age_group"
"incidence" "m" "2-3" 3 NA 2006 66508 NA "age_group"
"incidence" "m" "2-3" 4 25 2006 66508 37.5894629217538 "age_group"
"incidence" "m" "4-5" 1 NA 2006 68092 NA "age_group"
"incidence" "m" "4-5" 2 13 2006 68092 19.0918169535335 "age_group"
"incidence" "m" "4-5" 3 NA 2006 68092 NA "age_group"
"incidence" "m" "4-5" 4 17 2006 68092 24.9662221700053 "age_group"
"incidence" "m" "6-7" 1 NA 2006 68603 NA "age_group"
"incidence" "m" "6-7" 2 NA 2006 68603 NA "age_group"
"incidence" "m" "6-7" 3 NA 2006 68603 NA "age_group"
"incidence" "m" "6-7" 4 11 2006 68603 16.034284214976 "age_group"
"incidence" "m" "8-9" 1 NA 2006 70724 NA "age_group"
"incidence" "m" "8-9" 2 NA 2006 70724 NA "age_group"
"incidence" "m" "8-9" 3 NA 2006 70724 NA "age_group"
"incidence" "m" "8-9" 4 NA 2006 70724 NA "age_group"
"incidence" "m" "10-11" 1 NA 2006 73624 NA "age_group"
"incidence" "m" "10-11" 2 NA 2006 73624 NA "age_group"
"incidence" "m" "10-11" 3 NA 2006 73624 NA "age_group"
"incidence" "m" "10-11" 4 NA 2006 73624 NA "age_group"
"incidence" "m" "12-13" 1 NA 2006 71856 NA "age_group"
"incidence" "m" "12-13" 2 NA 2006 71856 NA "age_group"
"incidence" "m" "12-13" 3 NA 2006 71856 NA "age_group"
"incidence" "m" "12-13" 4 10 2006 71856 13.916722333556 "age_group"
"incidence" "m" "14-15" 1 NA 2006 68884 NA "age_group"
"incidence" "m" "14-15" 2 NA 2006 68884 NA "age_group"
"incidence" "m" "14-15" 3 NA 2006 68884 NA "age_group"
"incidence" "m" "14-15" 4 NA 2006 68884 NA "age_group"
"incidence" "m" "16-17" 1 NA 2006 65591 NA "age_group"
"incidence" "m" "16-17" 2 NA 2006 65591 NA "age_group"
"incidence" "m" "16-17" 3 NA 2006 65591 NA "age_group"
"incidence" "m" "16-17" 4 NA 2006 65591 NA "age_group"
"incidence" "m" "18+" 1 NA 2006 2063627 NA "age_group"
"incidence" "m" "18+" 2 13 2006 2063627 0.629958805539955 "age_group"
"incidence" "m" "18+" 3 NA 2006 2063627 NA "age_group"
"incidence" "m" "18+" 4 20 2006 2063627 0.969167393138392 "age_group"
"prevalence" "f" "0-1" 1 244 2007 31746 768.600768600769 "age_group"
"prevalence" "f" "0-1" 2 74 2007 31746 233.100233100233 "age_group"
"prevalence" "f" "0-1" 3 46 2007 31746 144.900144900145 "age_group"
"prevalence" "f" "0-1" 4 364 2007 31746 1146.60114660115 "age_group"
"prevalence" "f" "2-3" 1 483 2007 63609 759.326510399472 "age_group"
"prevalence" "f" "2-3" 2 141 2007 63609 221.666745271896 "age_group"
"prevalence" "f" "2-3" 3 103 2007 63609 161.926771368831 "age_group"
"prevalence" "f" "2-3" 4 727 2007 63609 1142.9200270402 "age_group"
"prevalence" "f" "4-5" 1 420 2007 63666 659.692771652059 "age_group"
"prevalence" "f" "4-5" 2 166 2007 63666 260.7357145101 "age_group"
"prevalence" "f" "4-5" 3 103 2007 63666 161.781798762291 "age_group"
"prevalence" "f" "4-5" 4 689 2007 63666 1082.21028492445 "age_group"
"prevalence" "f" "6-7" 1 469 2007 65730 713.525026624068 "age_group"
"prevalence" "f" "6-7" 2 168 2007 65730 255.591054313099 "age_group"
"prevalence" "f" "6-7" 3 92 2007 65730 139.966529742888 "age_group"
"prevalence" "f" "6-7" 4 729 2007 65730 1109.08261068005 "age_group"
"prevalence" "f" "8-9" 1 420 2007 66230 634.153706779405 "age_group"
"prevalence" "f" "8-9" 2 218 2007 66230 329.155971614072 "age_group"
"prevalence" "f" "8-9" 3 118 2007 66230 178.166993809452 "age_group"
"prevalence" "f" "8-9" 4 756 2007 66230 1141.47667220293 "age_group"
"prevalence" "f" "10-11" 1 428 2007 68433 625.429251969079 "age_group"
"prevalence" "f" "10-11" 2 250 2007 68433 365.320824748294 "age_group"
"prevalence" "f" "10-11" 3 98 2007 68433 143.205763301331 "age_group"
"prevalence" "f" "10-11" 4 776 2007 68433 1133.9558400187 "age_group"
"prevalence" "f" "12-13" 1 419 2007 69281 604.783418253201 "age_group"
"prevalence" "f" "12-13" 2 261 2007 69281 376.726663876099 "age_group"
"prevalence" "f" "12-13" 3 108 2007 69281 155.886895397006 "age_group"
"prevalence" "f" "12-13" 4 788 2007 69281 1137.39697752631 "age_group"
"prevalence" "f" "14-15" 1 371 2007 66921 554.385021144334 "age_group"
"prevalence" "f" "14-15" 2 231 2007 66921 345.183126372887 "age_group"
"prevalence" "f" "14-15" 3 89 2007 66921 132.992633104706 "age_group"
"prevalence" "f" "14-15" 4 691 2007 66921 1032.56078062193 "age_group"
"prevalence" "f" "16-17" 1 273 2007 64520 423.124612523249 "age_group"
"prevalence" "f" "16-17" 2 158 2007 64520 244.885306881587 "age_group"
"prevalence" "f" "16-17" 3 77 2007 64520 119.342839429634 "age_group"
"prevalence" "f" "16-17" 4 508 2007 64520 787.35275883447 "age_group"
"prevalence" "f" "18+" 1 2368 2007 2158600 109.700731955897 "age_group"
"prevalence" "f" "18+" 2 1582 2007 2158600 73.2882423793199 "age_group"
"prevalence" "f" "18+" 3 875 2007 2158600 40.5355322894469 "age_group"
"prevalence" "f" "18+" 4 4825 2007 2158600 223.524506624664 "age_group"
"prevalence" "m" "0-1" 1 217 2007 33023 657.117766405233 "age_group"
"prevalence" "m" "0-1" 2 72 2007 33023 218.029857977773 "age_group"
"prevalence" "m" "0-1" 3 63 2007 33023 190.776125730551 "age_group"
"prevalence" "m" "0-1" 4 352 2007 33023 1065.92375011356 "age_group"
"prevalence" "m" "2-3" 1 429 2007 66539 644.734666887089 "age_group"
"prevalence" "m" "2-3" 2 174 2007 66539 261.500773982176 "age_group"
"prevalence" "m" "2-3" 3 120 2007 66539 180.345361367018 "age_group"
"prevalence" "m" "2-3" 4 723 2007 66539 1086.58080223628 "age_group"
"prevalence" "m" "4-5" 1 374 2007 66849 559.469849960358 "age_group"
"prevalence" "m" "4-5" 2 203 2007 66849 303.669464015917 "age_group"
"prevalence" "m" "4-5" 3 132 2007 66849 197.459947044832 "age_group"
"prevalence" "m" "4-5" 4 709 2007 66849 1060.59926102111 "age_group"
"prevalence" "m" "6-7" 1 362 2007 68687 527.028404210404 "age_group"
"prevalence" "m" "6-7" 2 230 2007 68687 334.85230101766 "age_group"
"prevalence" "m" "6-7" 3 120 2007 68687 174.70554835704 "age_group"
"prevalence" "m" "6-7" 4 712 2007 68687 1036.5862535851 "age_group"
"prevalence" "m" "8-9" 1 380 2007 69813 544.311231432541 "age_group"
"prevalence" "m" "8-9" 2 267 2007 69813 382.450259980233 "age_group"
"prevalence" "m" "8-9" 3 125 2007 69813 179.049747181757 "age_group"
"prevalence" "m" "8-9" 4 772 2007 69813 1105.81123859453 "age_group"
"prevalence" "m" "10-11" 1 422 2007 72264 583.969888187756 "age_group"
"prevalence" "m" "10-11" 2 271 2007 72264 375.013838149009 "age_group"
"prevalence" "m" "10-11" 3 132 2007 72264 182.663566921289 "age_group"
"prevalence" "m" "10-11" 4 825 2007 72264 1141.64729325805 "age_group"
"prevalence" "m" "12-13" 1 354 2007 72737 486.684905893837 "age_group"
"prevalence" "m" "12-13" 2 265 2007 72737 364.326271361205 "age_group"
"prevalence" "m" "12-13" 3 103 2007 72737 141.60606018945 "age_group"
"prevalence" "m" "12-13" 4 722 2007 72737 992.617237444492 "age_group"
"prevalence" "m" "14-15" 1 322 2007 70634 455.871110230201 "age_group"
"prevalence" "m" "14-15" 2 278 2007 70634 393.57816349067 "age_group"
"prevalence" "m" "14-15" 3 104 2007 70634 147.237874111618 "age_group"
"prevalence" "m" "14-15" 4 704 2007 70634 996.687147832489 "age_group"
"prevalence" "m" "16-17" 1 256 2007 68020 376.35989414878 "age_group"
"prevalence" "m" "16-17" 2 200 2007 68020 294.031167303734 "age_group"
"prevalence" "m" "16-17" 3 110 2007 68020 161.717142017054 "age_group"
"prevalence" "m" "16-17" 4 566 2007 68020 832.108203469568 "age_group"
"prevalence" "m" "18+" 1 1891 2007 2074554 91.1521223356924 "age_group"
"prevalence" "m" "18+" 2 1549 2007 2074554 74.6666512416645 "age_group"
"prevalence" "m" "18+" 3 915 2007 2074554 44.1058656463028 "age_group"
"prevalence" "m" "18+" 4 4355 2007 2074554 209.92463922366 "age_group"
"incidence" "f" "0-1" 1 296 2007 31746 932.400932400932 "age_group"
"incidence" "f" "0-1" 2 59 2007 31746 185.850185850186 "age_group"
"incidence" "f" "0-1" 3 41 2007 31746 129.150129150129 "age_group"
"incidence" "f" "0-1" 4 396 2007 31746 1247.40124740125 "age_group"
"incidence" "f" "2-3" 1 14 2007 63609 22.0094640695499 "age_group"
"incidence" "f" "2-3" 2 13 2007 63609 20.4373594931535 "age_group"
"incidence" "f" "2-3" 3 NA 2007 63609 NA "age_group"
"incidence" "f" "2-3" 4 33 2007 63609 51.8794510210819 "age_group"
"incidence" "f" "4-5" 1 10 2007 63666 15.7069707536205 "age_group"
"incidence" "f" "4-5" 2 NA 2007 63666 NA "age_group"
"incidence" "f" "4-5" 3 NA 2007 63666 NA "age_group"
"incidence" "f" "4-5" 4 20 2007 63666 31.4139415072409 "age_group"
"incidence" "f" "6-7" 1 NA 2007 65730 NA "age_group"
"incidence" "f" "6-7" 2 10 2007 65730 15.2137532329226 "age_group"
"incidence" "f" "6-7" 3 NA 2007 65730 NA "age_group"
"incidence" "f" "6-7" 4 17 2007 65730 25.8633804959684 "age_group"
"incidence" "f" "8-9" 1 NA 2007 66230 NA "age_group"
"incidence" "f" "8-9" 2 NA 2007 66230 NA "age_group"
"incidence" "f" "8-9" 3 NA 2007 66230 NA "age_group"
"incidence" "f" "8-9" 4 NA 2007 66230 NA "age_group"
"incidence" "f" "10-11" 1 NA 2007 68433 NA "age_group"
"incidence" "f" "10-11" 2 NA 2007 68433 NA "age_group"
"incidence" "f" "10-11" 3 NA 2007 68433 NA "age_group"
"incidence" "f" "10-11" 4 NA 2007 68433 NA "age_group"
"incidence" "f" "12-13" 1 NA 2007 69281 NA "age_group"
"incidence" "f" "12-13" 2 NA 2007 69281 NA "age_group"
"incidence" "f" "12-13" 3 NA 2007 69281 NA "age_group"
"incidence" "f" "12-13" 4 NA 2007 69281 NA "age_group"
"incidence" "f" "14-15" 1 NA 2007 66921 NA "age_group"
"incidence" "f" "14-15" 2 NA 2007 66921 NA "age_group"
"incidence" "f" "14-15" 3 NA 2007 66921 NA "age_group"
"incidence" "f" "14-15" 4 11 2007 66921 16.4372917320423 "age_group"
"incidence" "f" "16-17" 1 NA 2007 64520 NA "age_group"
"incidence" "f" "16-17" 2 NA 2007 64520 NA "age_group"
"incidence" "f" "16-17" 3 NA 2007 64520 NA "age_group"
"incidence" "f" "16-17" 4 NA 2007 64520 NA "age_group"
"incidence" "f" "18+" 1 15 2007 2158600 0.69489483924766 "age_group"
"incidence" "f" "18+" 2 26 2007 2158600 1.20448438802928 "age_group"
"incidence" "f" "18+" 3 NA 2007 2158600 NA "age_group"
"incidence" "f" "18+" 4 49 2007 2158600 2.26998980820902 "age_group"
"incidence" "m" "0-1" 1 253 2007 33023 766.132695394119 "age_group"
"incidence" "m" "0-1" 2 81 2007 33023 245.283590224995 "age_group"
"incidence" "m" "0-1" 3 50 2007 33023 151.409623595676 "age_group"
"incidence" "m" "0-1" 4 384 2007 33023 1162.82590921479 "age_group"
"incidence" "m" "2-3" 1 10 2007 66539 15.0287801139182 "age_group"
"incidence" "m" "2-3" 2 NA 2007 66539 NA "age_group"
"incidence" "m" "2-3" 3 NA 2007 66539 NA "age_group"
"incidence" "m" "2-3" 4 18 2007 66539 27.0518042050527 "age_group"
"incidence" "m" "4-5" 1 12 2007 66849 17.9509042768029 "age_group"
"incidence" "m" "4-5" 2 NA 2007 66849 NA "age_group"
"incidence" "m" "4-5" 3 NA 2007 66849 NA "age_group"
"incidence" "m" "4-5" 4 21 2007 66849 31.4140824844052 "age_group"
"incidence" "m" "6-7" 1 NA 2007 68687 NA "age_group"
"incidence" "m" "6-7" 2 NA 2007 68687 NA "age_group"
"incidence" "m" "6-7" 3 NA 2007 68687 NA "age_group"
"incidence" "m" "6-7" 4 11 2007 68687 16.014675266062 "age_group"
"incidence" "m" "8-9" 1 NA 2007 69813 NA "age_group"
"incidence" "m" "8-9" 2 NA 2007 69813 NA "age_group"
"incidence" "m" "8-9" 3 NA 2007 69813 NA "age_group"
"incidence" "m" "8-9" 4 NA 2007 69813 NA "age_group"
"incidence" "m" "10-11" 1 NA 2007 72264 NA "age_group"
"incidence" "m" "10-11" 2 NA 2007 72264 NA "age_group"
"incidence" "m" "10-11" 3 NA 2007 72264 NA "age_group"
"incidence" "m" "10-11" 4 NA 2007 72264 NA "age_group"
"incidence" "m" "12-13" 1 NA 2007 72737 NA "age_group"
"incidence" "m" "12-13" 2 10 2007 72737 13.7481611834417 "age_group"
"incidence" "m" "12-13" 3 NA 2007 72737 NA "age_group"
"incidence" "m" "12-13" 4 14 2007 72737 19.2474256568184 "age_group"
"incidence" "m" "14-15" 1 NA 2007 70634 NA "age_group"
"incidence" "m" "14-15" 2 NA 2007 70634 NA "age_group"
"incidence" "m" "14-15" 3 NA 2007 70634 NA "age_group"
"incidence" "m" "14-15" 4 NA 2007 70634 NA "age_group"
"incidence" "m" "16-17" 1 NA 2007 68020 NA "age_group"
"incidence" "m" "16-17" 2 NA 2007 68020 NA "age_group"
"incidence" "m" "16-17" 3 NA 2007 68020 NA "age_group"
"incidence" "m" "16-17" 4 10 2007 68020 14.7015583651867 "age_group"
"incidence" "m" "18+" 1 NA 2007 2074554 NA "age_group"
"incidence" "m" "18+" 2 12 2007 2074554 0.578437582246594 "age_group"
"incidence" "m" "18+" 3 NA 2007 2074554 NA "age_group"
"incidence" "m" "18+" 4 19 2007 2074554 0.915859505223773 "age_group"
"prevalence" "f" "0-1" 1 256 2008 31924 801.904523242701 "age_group"
"prevalence" "f" "0-1" 2 57 2008 31924 178.549054003258 "age_group"
"prevalence" "f" "0-1" 3 45 2008 31924 140.959779476256 "age_group"
"prevalence" "f" "0-1" 4 358 2008 31924 1121.41335672222 "age_group"
"prevalence" "f" "2-3" 1 512 2008 63729 803.401904941236 "age_group"
"prevalence" "f" "2-3" 2 154 2008 63729 241.648229220606 "age_group"
"prevalence" "f" "2-3" 3 107 2008 63729 167.898444977954 "age_group"
"prevalence" "f" "2-3" 4 773 2008 63729 1212.9485791398 "age_group"
"prevalence" "f" "4-5" 1 454 2008 63377 716.348202029127 "age_group"
"prevalence" "f" "4-5" 2 161 2008 63377 254.035375609448 "age_group"
"prevalence" "f" "4-5" 3 96 2008 63377 151.474509680168 "age_group"
"prevalence" "f" "4-5" 4 711 2008 63377 1121.85808731874 "age_group"
"prevalence" "f" "6-7" 1 457 2008 65221 700.694561567593 "age_group"
"prevalence" "f" "6-7" 2 194 2008 65221 297.450207755171 "age_group"
"prevalence" "f" "6-7" 3 104 2008 65221 159.457843332669 "age_group"
"prevalence" "f" "6-7" 4 755 2008 65221 1157.60261265543 "age_group"
"prevalence" "f" "8-9" 1 442 2008 65591 673.872939885045 "age_group"
"prevalence" "f" "8-9" 2 185 2008 65591 282.050891128356 "age_group"
"prevalence" "f" "8-9" 3 101 2008 65591 153.984540561967 "age_group"
"prevalence" "f" "8-9" 4 728 2008 65591 1109.90837157537 "age_group"
"prevalence" "f" "10-11" 1 430 2008 67151 640.3478727048 "age_group"
"prevalence" "f" "10-11" 2 236 2008 67151 351.446739437983 "age_group"
"prevalence" "f" "10-11" 3 108 2008 67151 160.831558725857 "age_group"
"prevalence" "f" "10-11" 4 774 2008 67151 1152.62617086864 "age_group"
"prevalence" "f" "12-13" 1 417 2008 70195 594.059405940594 "age_group"
"prevalence" "f" "12-13" 2 282 2008 70195 401.738015528172 "age_group"
"prevalence" "f" "12-13" 3 100 2008 70195 142.460289194387 "age_group"
"prevalence" "f" "12-13" 4 799 2008 70195 1138.25771066315 "age_group"
"prevalence" "f" "14-15" 1 409 2008 68172 599.953059907293 "age_group"
"prevalence" "f" "14-15" 2 247 2008 68172 362.31884057971 "age_group"
"prevalence" "f" "14-15" 3 115 2008 68172 168.690958164642 "age_group"
"prevalence" "f" "14-15" 4 771 2008 68172 1130.96285865165 "age_group"
"prevalence" "f" "16-17" 1 324 2008 65852 492.012391423191 "age_group"
"prevalence" "f" "16-17" 2 200 2008 65852 303.711352730365 "age_group"
"prevalence" "f" "16-17" 3 86 2008 65852 130.595881674057 "age_group"
"prevalence" "f" "16-17" 4 610 2008 65852 926.319625827613 "age_group"
"prevalence" "f" "18+" 1 2554 2008 2170430 117.672534935474 "age_group"
"prevalence" "f" "18+" 2 1760 2008 2170430 81.0899222734665 "age_group"
"prevalence" "f" "18+" 3 929 2008 2170430 42.8025782909377 "age_group"
"prevalence" "f" "18+" 4 5243 2008 2170430 241.565035499878 "age_group"
"prevalence" "m" "0-1" 1 221 2008 33797 653.904192679824 "age_group"
"prevalence" "m" "0-1" 2 87 2008 33797 257.41929757079 "age_group"
"prevalence" "m" "0-1" 3 59 2008 33797 174.571707548007 "age_group"
"prevalence" "m" "0-1" 4 367 2008 33797 1085.89519779862 "age_group"
"prevalence" "m" "2-3" 1 450 2008 66335 678.374915203136 "age_group"
"prevalence" "m" "2-3" 2 167 2008 66335 251.752468530941 "age_group"
"prevalence" "m" "2-3" 3 116 2008 66335 174.869978141253 "age_group"
"prevalence" "m" "2-3" 4 733 2008 66335 1104.99736187533 "age_group"
"prevalence" "m" "4-5" 1 421 2008 66742 630.787210452189 "age_group"
"prevalence" "m" "4-5" 2 198 2008 66742 296.664768811243 "age_group"
"prevalence" "m" "4-5" 3 131 2008 66742 196.278205627641 "age_group"
"prevalence" "m" "4-5" 4 750 2008 66742 1123.73018489107 "age_group"
"prevalence" "m" "6-7" 1 371 2008 68143 544.443303053872 "age_group"
"prevalence" "m" "6-7" 2 220 2008 68143 322.850476204452 "age_group"
"prevalence" "m" "6-7" 3 141 2008 68143 206.917805203763 "age_group"
